Face1,Face2,Face3,Face4,Face5,Face6,Face7,Face8,Scene1,Scene2,Scene3,Scene4,Scene5,Scene6,Scene7,Scene8
1.837,1.855,3.415,1.211,0.119,2.097,1.282,1.496,-0.825,-0.466,-1.182,0.509,-0.773,0.25,0.357,-0.816
1.72,1.514,2.784,1.296,0.032,0.6,-0.812,1.141,-1.005,-0.103,-1.16,-0.445,-0.021,-0.091,0.19,-0.714
0.515,-0.532,-0.01,-0.032,-1.091,-0.636,-1.012,-0.163,-1.374,-0.241,-1.675,-0.479,-0.282,-0.913,-0.356,-1.085
0.272,-0.75,-1.16,0.164,-1.404,-0.614,0.004,-0.808,-0.689,-0.16,-1.191,-0.239,-0.049,-0.635,-0.128,-0.891
0.373,0.599,-0.364,0.619,-0.537,-0.095,0.343,-0.142,-0.439,-0.541,-0.845,-0.623,0.048,-0.43,-0.122,-0.313
1.801,0.152,1.486,1.496,2.71,0.623,1.089,1.409,-0.023,-0.349,-0.016,0.336,-0.414,-0.4,-0.415,0.169
0.462,-0.285,1.471,0.452,1.187,0.535,0.618,1.043,-1.639,-0.767,-0.413,-0.225,-1.156,-1.309,-0.931,-0.456
-0.107,-0.346,1.583,-0.09,0.799,0.88,0.548,0.873,-1.296,-1.17,-0.697,-0.645,-0.713,-0.767,-0.913,-1
0.821,0.034,1.01,0.447,-0.004,0.841,-0.296,-0.329,0.08,0.277,0.515,0.878,0.874,0.096,0.072,-0.479
0.375,-1.116,0.445,0.146,0.044,-0.721,-1.655,-0.838,-0.388,0.376,0.047,0.217,-0.174,-0.109,-0.237,-0.475
-0.083,-0.753,0.319,-0.655,0.983,-0.722,-1.157,-0.35,-0.388,-0.138,0.367,0.397,-1.632,0.351,-0.192,-1.008
0.384,0.375,1.123,-0.075,-1.141,0.75,0.441,0.027,0.208,-0.243,-0.497,-0.169,-0.288,-0.277,-1.671,-0.35
-0.446,-0.103,0.007,-1.255,-0.926,-0.483,-0.518,-0.481,0.045,-0.652,-0.624,-0.445,-1.953,-1.255,-1.916,-0.723
0.044,0.109,-0.428,-1.133,-0.404,0.129,-0.301,0.153,-0.253,-0.793,0.065,0.233,-1.82,-0.575,-0.983,-0.829
0.765,0.504,1.938,1.161,1.311,1.569,0.62,0.687,-0.743,-1.079,-0.703,-1.105,-0.597,-0.833,-0.454,0.281
1.435,0.989,1.183,0.948,0.848,1.015,0.46,0.956,-1.03,-0.906,-0.49,-0.432,-0.632,-1.195,-0.68,0.058
1.231,1.21,0.216,0.4,-0.248,0.684,0.701,0.98,-0.481,-0.427,-0.439,-0.519,0.157,-0.673,-0.997,-0.095
