subID,ROI,Trials,Face1,Face2,Face3,Face4,Face5,Face6,Face7,Face8,Scene1,Scene2,Scene3,Scene4,Scene5,Scene6,Scene7,Scene8
sub-660,HPC,Scene3,-0.19028559747457,-0.0546979868842241,-0.156085085362197,0.039324877061905,0.00619659209429264,-0.0348526928059379,-0.130153393487605,0.148834542471497,-0.040417119168518,0.138537784670169,1,0.119745763047919,0.290563514350527,0.0332551171982704,0.346136552386319,0.505235292380217
sub-660,HPC,Scene4,-0.216898143330993,-0.102742539638353,-0.0255963059587501,0.153776012897617,-0.0457906742667487,-0.0818902107954409,-0.173993704384734,0.0185735542509037,0.165309185526739,0.0881172258462566,0.119745763047919,1,0.200783592301662,0.146968900647976,0.00593995810099132,0.162546751156867
sub-660,HPC,Scene5,-0.18825352727243,-0.199471727884209,-0.0102574118443082,-0.146913127140808,-0.0838240310181383,-0.155962445610128,-0.120453715799927,-0.154390077388288,-0.176432868425328,0.199337635696301,0.290563514350527,0.200783592301662,1,0.134588344721325,0.368622002154901,0.559153555894899
sub-660,HPC,Scene6,0.179029773206718,0.425015748322732,0.107192005309125,0.112990301240648,0.129391745025938,0.253475205395448,0.258850606299397,0.244799463939735,0.408932514660866,0.194058133616823,0.0332551171982704,0.146968900647976,0.134588344721325,1,-0.0489465760344166,-0.065579944633049
sub-660,HPC,Scene7,-0.0458662282521835,0.0653396303122921,0.158155868900776,-0.268770472523031,0.0870553039251861,0.153204827332929,0.0241713178955932,0.143534884366666,-0.207585374677241,0.298858476788418,0.346136552386319,0.00593995810099132,0.368622002154901,-0.0489465760344166,1,0.279250956910892
sub-660,HPC,Scene8,-0.443771550578243,-0.256438689866405,-0.219845725636393,-0.182463490422377,-0.00623267333004033,-0.357702116167825,-0.14435486764664,-0.141579982296607,-0.165509574022078,0.254666349337224,0.505235292380217,0.162546751156867,0.559153555894899,-0.065579944633049,0.279250956910892,1
sub-660,FFA,Face1,1,0.59916967288199,0.74701506479571,0.725505309750253,0.533714220446638,0.64617048437179,0.725744809101251,0.613753085197656,0.107388053919127,0.00151132232871035,-0.00617772070925694,0.350674660762686,0.240312533654237,0.362435680840728,0.021181199969397,0.251634479849443
sub-660,FFA,Face2,0.59916967288199,1,0.730164498903822,0.729333986032114,0.831701699338882,0.771767671100054,0.792194310726316,0.75011255445011,0.13360336689305,0.00494056982567956,-0.132932229904972,0.249312108887974,-0.184089822467658,0.388975340350875,0.248403867788745,0.14117064178393
sub-660,FFA,Face3,0.74701506479571,0.730164498903822,1,0.666956637475016,0.697803590430983,0.76414286353358,0.814276482840025,0.728639732526484,0.111291369976662,0.00469106452658442,0.0605324822359809,0.412902439851843,0.0219821355331812,0.492829363638404,0.140707736410047,0.0900545960840066
sub-660,FFA,Face4,0.725505309750253,0.729333986032114,0.666956637475016,1,0.696384299469954,0.715878494555822,0.671059576612298,0.784673701110647,0.290383343737845,0.043982911386432,-0.23758337746324,0.436795049496345,-0.0558152964899119,0.403753149268657,0.094797405541644,0.267894013030303
sub-660,FFA,Face5,0.533714220446638,0.831701699338882,0.697803590430983,0.696384299469954,1,0.720641056279898,0.750530221808153,0.780037521493478,0.0831099594763196,-0.0914899877698396,-0.231346477749026,0.157956046981361,-0.344367327640146,0.275230345577227,0.139433695942573,0.0385077865997492
sub-660,FFA,Face6,0.64617048437179,0.771767671100054,0.76414286353358,0.715878494555822,0.720641056279898,1,0.823954752083428,0.763972985909341,0.19584790899274,-0.0404454793354373,-0.210947590105852,0.26717727075583,-0.11397524393226,0.351470195670733,0.120317633357511,0.135067166890215
sub-660,FFA,Face7,0.725744809101251,0.792194310726316,0.814276482840025,0.671059576612298,0.750530221808153,0.823954752083428,1,0.790375086007331,-0.00173903136105142,0.00287929748199243,-0.150529355292243,0.344225278102569,-0.0328665870229735,0.403361671158022,0.122581507953428,0.164249299736086
sub-660,FFA,Face8,0.613753085197656,0.75011255445011,0.728639732526484,0.784673701110647,0.780037521493478,0.763972985909341,0.790375086007331,1,0.27177024874619,0.0818770167695578,-0.151743196521494,0.430694660217287,-0.0709640676348672,0.456687089495027,0.242343210823915,0.253975178292935
sub-660,FFA,Scene1,0.107388053919127,0.13360336689305,0.111291369976662,0.290383343737845,0.0831099594763196,0.19584790899274,-0.00173903136105142,0.27177024874619,1,0.407292958882169,0.0501644187539844,0.395218722570701,0.260750157092817,0.504386823577049,0.482102962581246,0.38532308964221
sub-660,FFA,Scene2,0.00151132232871035,0.00494056982567956,0.00469106452658442,0.043982911386432,-0.0914899877698396,-0.0404454793354373,0.00287929748199243,0.0818770167695578,0.407292958882169,1,0.448269347900178,0.349655056565242,0.363083968759757,0.510561153043984,0.581313234047918,0.760829704143482
sub-660,FFA,Scene3,-0.00617772070925694,-0.132932229904972,0.0605324822359809,-0.23758337746324,-0.231346477749026,-0.210947590105852,-0.150529355292243,-0.151743196521494,0.0501644187539844,0.448269347900178,1,0.374877555047824,0.408567354024986,0.385285456519047,0.399083179178608,0.310126384697756
sub-660,FFA,Scene4,0.350674660762686,0.249312108887974,0.412902439851843,0.436795049496345,0.157956046981361,0.26717727075583,0.344225278102569,0.430694660217287,0.395218722570701,0.349655056565242,0.374877555047824,1,0.41524657367746,0.790380163953001,0.441371938695813,0.454908527855641
sub-660,FFA,Scene5,0.240312533654237,-0.184089822467658,0.0219821355331812,-0.0558152964899119,-0.344367327640146,-0.11397524393226,-0.0328665870229735,-0.0709640676348672,0.260750157092817,0.363083968759757,0.408567354024986,0.41524657367746,1,0.423996318909312,0.226112725383032,0.450449606013603
sub-660,FFA,Scene6,0.362435680840728,0.388975340350875,0.492829363638404,0.403753149268657,0.275230345577227,0.351470195670733,0.403361671158022,0.456687089495027,0.504386823577049,0.510561153043984,0.385285456519047,0.790380163953001,0.423996318909312,1,0.575545913032026,0.539343902245771
sub-660,FFA,Scene7,0.021181199969397,0.248403867788745,0.140707736410047,0.094797405541644,0.139433695942573,0.120317633357511,0.122581507953428,0.242343210823915,0.482102962581246,0.581313234047918,0.399083179178608,0.441371938695813,0.226112725383032,0.575545913032026,1,0.552344081784004
sub-660,FFA,Scene8,0.251634479849443,0.14117064178393,0.0900545960840066,0.267894013030303,0.0385077865997492,0.135067166890215,0.164249299736086,0.253975178292935,0.38532308964221,0.760829704143482,0.310126384697756,0.454908527855641,0.450449606013603,0.539343902245771,0.552344081784004,1
sub-686,HPC,Face1,1,0.0832902067022207,0.552818740293013,0.363258064292162,0.438411819185748,0.188387966206419,0.249642998124282,0.36720702741815,0.163907571596168,0.128247009858935,0.135303368864241,0.233918991260155,0.144034701542867,0.135282566727696,0.156646871477039,0.199573277312668
sub-686,HPC,Face2,0.0832902067022207,1,0.0901474289745913,0.423520442715454,-0.0123419831504137,0.175325920668764,0.0712587435134034,-0.0232746730960745,0.126604052004611,-0.0954909295387784,0.0504845783332339,0.0107286234532379,0.0536720025067393,-0.108227895997512,-0.0589008946771102,-0.0825601734266269
sub-686,HPC,Face3,0.552818740293013,0.0901474289745913,1,0.474219463880579,0.428318705071368,0.239956678454841,0.207504323478742,0.380529152553539,0.095135657444127,0.0119233327044001,0.061871589874176,0.216329048273795,0.0803924920274271,0.0249247602354747,-0.000183862224401269,-0.0522842773623345
sub-686,HPC,Face4,0.363258064292162,0.423520442715454,0.474219463880579,1,0.421124888092173,0.257157315640084,0.485357623720651,0.290358898574832,0.00833749411274497,-0.0884621512668496,-0.00268399566635532,0.0124436029935481,-0.0143195721353842,-0.0782195337810924,-0.177622185557622,-0.0704055658728563
sub-686,HPC,Face5,0.438411819185748,-0.0123419831504137,0.428318705071368,0.421124888092173,1,0.390199019797956,0.44011047923405,0.264961362770397,0.197110980564703,0.205382364744637,0.164211133927347,0.205687905168478,0.227539876998712,0.251673199335033,0.0360959031147107,0.179039438932365
sub-686,HPC,Face6,0.188387966206419,0.175325920668764,0.239956678454841,0.257157315640084,0.390199019797956,1,0.610647334348569,0.138909785977028,-0.0373985041803524,-0.172297903794419,-0.0520258312132786,-0.0189471520425127,-0.156055308771514,-0.101344732028521,-0.18611855474998,-0.0629987167473947
sub-686,HPC,Face7,0.249642998124282,0.0712587435134034,0.207504323478742,0.485357623720651,0.44011047923405,0.610647334348569,1,0.247421192611298,-0.208066595526634,-0.314903149282674,-0.295793936494812,-0.306519105109729,-0.189782258134474,-0.262212436044735,-0.345450513606969,-0.168369571216109
sub-686,HPC,Face8,0.36720702741815,-0.0232746730960745,0.380529152553539,0.290358898574832,0.264961362770397,0.138909785977028,0.247421192611298,1,0.134742560047174,0.0524926339242965,-0.167902097461555,0.0991148097961502,0.0582970746778605,0.0662120784091931,-0.0266033587663094,0.00331903617972546
sub-686,HPC,Scene1,0.163907571596168,0.126604052004611,0.095135657444127,0.00833749411274497,0.197110980564703,-0.0373985041803524,-0.208066595526634,0.134742560047174,1,0.817422328824107,0.664720990327005,0.763938390664431,0.697703504370851,0.795086667318022,0.710911760812427,0.803653307763544
sub-686,HPC,Scene2,0.128247009858935,-0.0954909295387784,0.0119233327044001,-0.0884621512668496,0.205382364744637,-0.172297903794419,-0.314903149282674,0.0524926339242965,0.817422328824107,1,0.635530332215324,0.766500273648307,0.677075467693643,0.822636093198655,0.655375899320578,0.787814230991969
sub-686,HPC,Scene3,0.135303368864241,0.0504845783332339,0.061871589874176,-0.00268399566635532,0.164211133927347,-0.0520258312132786,-0.295793936494812,-0.167902097461555,0.664720990327005,0.635530332215324,1,0.706745353925698,0.708106863538703,0.673558792840668,0.715813883095838,0.695884722934799
sub-686,HPC,Scene4,0.233918991260155,0.0107286234532379,0.216329048273795,0.0124436029935481,0.205687905168478,-0.0189471520425127,-0.306519105109729,0.0991148097961502,0.763938390664431,0.766500273648307,0.706745353925698,1,0.774804829769177,0.808840170063453,0.642279520881186,0.72157550305878
sub-686,HPC,Scene5,0.144034701542867,0.0536720025067393,0.0803924920274271,-0.0143195721353842,0.227539876998712,-0.156055308771514,-0.189782258134474,0.0582970746778605,0.697703504370851,0.677075467693643,0.708106863538703,0.774804829769177,1,0.820435482413096,0.643556048801156,0.66406985278153
sub-686,HPC,Scene6,0.135282566727696,-0.108227895997512,0.0249247602354747,-0.0782195337810924,0.251673199335033,-0.101344732028521,-0.262212436044735,0.0662120784091931,0.795086667318022,0.822636093198655,0.673558792840668,0.808840170063453,0.820435482413096,1,0.625599614906062,0.769714920202731
sub-686,HPC,Scene7,0.156646871477039,-0.0589008946771102,-0.000183862224401269,-0.177622185557622,0.0360959031147107,-0.18611855474998,-0.345450513606969,-0.0266033587663094,0.710911760812427,0.655375899320578,0.715813883095838,0.642279520881186,0.643556048801156,0.625599614906062,1,0.674325287459115
sub-686,HPC,Scene8,0.199573277312668,-0.0825601734266269,-0.0522842773623345,-0.0704055658728563,0.179039438932365,-0.0629987167473947,-0.168369571216109,0.00331903617972546,0.803653307763544,0.787814230991969,0.695884722934799,0.72157550305878,0.66406985278153,0.769714920202731,0.674325287459115,1
sub-686,FFA,Face1,1,0.678582501114617,0.798614422747723,0.858652684834991,0.4983497070261,0.750045143038621,0.631715272442652,0.783134123633759,0.396232772735416,0.267421749454819,0.4180408081748,0.573466493899212,0.365239583368047,0.424339603001651,0.292529031306012,0.297933288847437
sub-686,FFA,Face2,0.678582501114617,1,0.699548604622231,0.729642155799467,0.585225400142454,0.758367556566734,0.767666903943692,0.753134523388322,0.214398008376022,0.149330031837764,0.330930352148048,0.340288696301017,0.378922885304835,0.28954131676648,0.22989419896335,0.210812004827315
sub-686,FFA,Face3,0.798614422747723,0.699548604622231,1,0.812436195561298,0.606682959159508,0.832161620558079,0.644851440794984,0.813462380822046,0.235212088938089,0.241602018103966,0.274592407024231,0.457257822606093,0.279615075300939,0.34117087773706,0.241006892466909,0.237042523083832
sub-686,FFA,Face4,0.858652684834991,0.729642155799467,0.812436195561298,1,0.618370942095651,0.779900069340362,0.757087437389825,0.791209737373943,0.303996904497837,0.329718013898896,0.376148718311713,0.50011929529424,0.417019516134762,0.382764169729911,0.324985415967802,0.270911031802575
sub-686,FFA,Face5,0.4983497070261,0.585225400142454,0.606682959159508,0.618370942095651,1,0.711286337728258,0.688888736938769,0.596523211850928,0.301395725939453,0.211635581694797,0.480453710145939,0.281754565637498,0.260728333015566,0.291284163782379,0.333143461882822,0.244155622469264
sub-686,FFA,Face6,0.750045143038621,0.758367556566734,0.832161620558079,0.779900069340362,0.711286337728258,1,0.835717513000302,0.837501713652868,0.195646623505181,0.0984392325950475,0.366925647667113,0.364281047859951,0.305992987119902,0.252494916328963,0.228610392506046,0.15676941171244
sub-686,FFA,Face7,0.631715272442652,0.767666903943692,0.644851440794984,0.757087437389825,0.688888736938769,0.835717513000302,1,0.754283250417056,0.236977544070629,0.163576696089209,0.327159069115459,0.360468884382755,0.338063012199901,0.263662338273109,0.203051565203019,0.255389638978481
sub-686,FFA,Face8,0.783134123633759,0.753134523388322,0.813462380822046,0.791209737373943,0.596523211850928,0.837501713652868,0.754283250417056,1,0.185237036270021,0.104746173749638,0.295325443090361,0.396424541957402,0.300246123680104,0.197986755011448,0.0750726573171285,0.18731280524386
sub-686,FFA,Scene1,0.396232772735416,0.214398008376022,0.235212088938089,0.303996904497837,0.301395725939453,0.195646623505181,0.236977544070629,0.185237036270021,1,0.706682516480481,0.731630570655939,0.771815449753555,0.508706004163632,0.700078950414414,0.518138566193375,0.656216725889197
sub-686,FFA,Scene2,0.267421749454819,0.149330031837764,0.241602018103966,0.329718013898896,0.211635581694797,0.0984392325950475,0.163576696089209,0.104746173749638,0.706682516480481,1,0.508389563545948,0.705881590179835,0.528922766699588,0.642178525280147,0.580929138085564,0.595909474821702
sub-686,FFA,Scene3,0.4180408081748,0.330930352148048,0.274592407024231,0.376148718311713,0.480453710145939,0.366925647667113,0.327159069115459,0.295325443090361,0.731630570655939,0.508389563545948,1,0.706609664014792,0.534888617372428,0.541201441337066,0.549469373020472,0.514215899232394
sub-686,FFA,Scene4,0.573466493899212,0.340288696301017,0.457257822606093,0.50011929529424,0.281754565637498,0.364281047859951,0.360468884382755,0.396424541957402,0.771815449753555,0.705881590179835,0.706609664014792,1,0.599737113569412,0.692556729406035,0.55751292574383,0.501870140488364
sub-686,FFA,Scene5,0.365239583368047,0.378922885304835,0.279615075300939,0.417019516134762,0.260728333015566,0.305992987119902,0.338063012199901,0.300246123680104,0.508706004163632,0.528922766699588,0.534888617372428,0.599737113569412,1,0.490706900267576,0.564503466248855,0.431532661519388
sub-686,FFA,Scene6,0.424339603001651,0.28954131676648,0.34117087773706,0.382764169729911,0.291284163782379,0.252494916328963,0.263662338273109,0.197986755011448,0.700078950414414,0.642178525280147,0.541201441337066,0.692556729406035,0.490706900267576,1,0.771396299640857,0.540015842953786
sub-686,FFA,Scene7,0.292529031306012,0.22989419896335,0.241006892466909,0.324985415967802,0.333143461882822,0.228610392506046,0.203051565203019,0.0750726573171285,0.518138566193375,0.580929138085564,0.549469373020472,0.55751292574383,0.564503466248855,0.771396299640857,1,0.409038626650502
sub-686,FFA,Scene8,0.297933288847437,0.210812004827315,0.237042523083832,0.270911031802575,0.244155622469264,0.15676941171244,0.255389638978481,0.18731280524386,0.656216725889197,0.595909474821702,0.514215899232394,0.501870140488364,0.431532661519388,0.540015842953786,0.409038626650502,1
