Face1,Face2,Face3,Face4,Face5,Face6,Face7,Face8,Scene1,Scene2,Scene3,Scene4,Scene5,Scene6,Scene7,Scene8
18.3684002848386,0.691850802852729,0.966166995513335,0.919171651173717,0.59532448029934,0.768695873983284,0.919677491538873,0.71492050668228,0.107803740628504,0.00151132347938,-0.00617779930038111,0.366212805545179,0.245105774950362,0.379687076979312,0.0211843684230156,0.257157019056131
0.691850802852729,Inf,0.929079625457668,0.927302997077082,1.19363135002025,1.02468445745419,1.07729628154411,0.973212391497306,0.13440692442714,0.00494061002477036,-0.13372365228925,0.254679195804663,-0.186212701892688,0.410592135610642,0.253710993567907,0.142119821342975
0.966166995513335,0.929079625457668,Inf,0.805241085402177,0.863006760132329,1.006096976958,1.13959146711831,0.925821379076385,0.111754291461763,0.00469109893769587,0.0606065792057858,0.439105164158628,0.0219856772540346,0.539790496118564,0.141647534523054,0.0902992300524567
0.919171651173717,0.927302997077082,0.805241085402177,18.3684002848386,0.860245811821135,0.899139243718022,0.812668265394486,1.05741816506053,0.298984857715429,0.0440113059471907,-0.242211356445577,0.468263328636792,-0.0558733664182375,0.428124994561077,0.095082913717917,0.27459362557155
0.59532448029934,1.19363135002025,0.863006760132329,0.860245811821135,Inf,0.908977357967743,0.974168113277187,1.04546637149554,0.0833021106320998,-0.0917465473234314,-0.235611617622545,0.159289743911653,-0.359039055777387,0.282514109069335,0.140347997196093,0.0385268373045774
0.768695873983284,1.02468445745419,1.006096976958,0.899139243718022,0.908977357967743,Inf,1.16901065546182,1.00568882868923,0.198411170410883,-0.0404675550746878,-0.214162860030212,0.273821627225417,-0.114472652978935,0.367120175560933,0.120903314987974,0.135897625854236
0.919677491538873,1.07729628154411,1.13959146711831,0.812668265394486,0.974168113277187,1.16901065546182,Inf,1.07243030614342,-0.00173903311413165,0.00287930543883048,-0.151682019923732,0.358877903224808,-0.0328784289988762,0.427657357775387,0.123201082693571,0.165750708601753
0.71492050668228,0.973212391497306,0.925821379076385,1.05741816506053,1.04546637149554,1.00568882868923,1.07243030614342,Inf,0.278774257370783,0.082060719881747,-0.152924236240901,0.46074923310344,-0.0710835514916275,0.493117301586476,0.247262031580178,0.259657527128097
0.107803740628504,0.13440692442714,0.111754291461763,0.298984857715429,0.0833021106320998,0.198411170410883,-0.00173903311413165,0.278774257370783,Inf,0.432361501126149,0.0502065614695175,0.417969802291848,0.266913119664949,0.555172465878164,0.525720412914159,0.406295944192888
0.00151132347938,0.00494061002477036,0.00469109893769587,0.0440113059471907,-0.0917465473234314,-0.0404675550746878,0.00287930543883048,0.082060719881747,0.432361501126149,18.3684002848386,0.482532295646899,0.365050710396463,0.380433603922344,0.56348848037484,0.664443938266479,0.998182283296333
-0.00617779930038111,-0.13372365228925,0.0606065792057858,-0.242211356445577,-0.235611617622545,-0.214162860030212,-0.151682019923732,-0.152924236240901,0.0502065614695175,0.482532295646899,18.3684002848386,0.394086206394725,0.433890299393552,0.406251750031842,0.422557952702193,0.320685236912215
0.366212805545179,0.254679195804663,0.439105164158628,0.468263328636792,0.159289743911653,0.273821627225417,0.358877903224808,0.46074923310344,0.417969802291848,0.365050710396463,0.394086206394725,Inf,0.441934393499724,1.07244383639186,0.4739333934513,0.490872345399653
0.245105774950362,-0.186212701892688,0.0219856772540346,-0.0558733664182375,-0.359039055777387,-0.114472652978935,-0.0328784289988762,-0.0710835514916275,0.266913119664949,0.380433603922344,0.433890299393552,0.441934393499724,Inf,0.452554227737535,0.23008891748957,0.485264191012293
0.379687076979312,0.410592135610642,0.539790496118564,0.428124994561077,0.282514109069335,0.367120175560933,0.427657357775387,0.493117301586476,0.555172465878164,0.56348848037484,0.406251750031842,1.07244383639186,0.452554227737535,18.7149738751185,0.655776630329521,0.60322989718762
0.0211843684230156,0.253710993567907,0.141647534523054,0.095082913717917,0.140347997196093,0.120903314987974,0.123201082693571,0.247262031580178,0.525720412914159,0.664443938266479,0.422557952702193,0.4739333934513,0.23008891748957,0.655776630329521,Inf,0.621748240363164
0.257157019056131,0.142119821342975,0.0902992300524567,0.27459362557155,0.0385268373045774,0.135897625854236,0.165750708601753,0.259657527128097,0.406295944192888,0.998182283296333,0.320685236912215,0.490872345399653,0.485264191012293,0.60322989718762,0.621748240363164,18.3684002848386
