Face1,Face2,Face3,Face4,Face5,Face6,Face7,Face8,Scene1,Scene2,Scene3,Scene4,Scene5,Scene6,Scene7,Scene8
1,0.626743598955842,0.77366194882356,0.800230554825289,0.535972423138545,0.717571033324309,0.691721951831236,0.713251873975792,0.2572555305248,0.14931181235081,0.233877059891649,0.489840764542443,0.24709592065078,0.344332317737807,0.161516005435188,0.204795723976813
0.626743598955842,1,0.717645633473566,0.704535029772741,0.712007602103763,0.748133268400778,0.772700663633988,0.725723132135097,0.171416810310905,0.0748094235937513,0.0825756050313146,0.296603352801148,0.0591229299324021,0.307064160603639,0.240746777926434,0.152644897593568
0.77366194882356,0.717645633473566,1,0.72676259078282,0.660791285973651,0.792847631315762,0.751533754339371,0.759622330456766,0.17278029835163,0.124880076038715,0.178048343491684,0.445283414468561,0.115401910168859,0.366058954756419,0.190497110345919,0.120208727127044
0.800230554825289,0.704535029772741,0.72676259078282,1,0.665751857892093,0.770751200509497,0.713885213608775,0.814571426472598,0.280784896237973,0.187797248758061,0.0887562604406125,0.483787436414314,0.091459047929775,0.305787031366206,0.198823548897613,0.172857466099793
0.535972423138545,0.712007602103763,0.660791285973651,0.665751857892093,1,0.721920493040812,0.716690758413407,0.697458011025343,0.202032078253907,0.0755077187149697,0.150273952965888,0.247621027435225,-0.0598223845752967,0.253585150911491,0.241080590696013,0.0991402324965935
0.717571033324309,0.748133268400778,0.792847631315762,0.770751200509497,0.721920493040812,1,0.829337087554796,0.8162194100259,0.190263747413989,0.0453557009638122,0.0969559071916491,0.343801103445021,0.0283417301729387,0.231521925359221,0.173087244317931,0.07157695890511
0.691721951831236,0.772700663633988,0.751533754339371,0.713885213608775,0.716690758413407,0.829337087554796,1,0.784123816749278,0.0978877538673084,0.0791098302253471,0.0657566558446596,0.360827797730647,0.0717060098528156,0.269097676549225,0.15506838722297,0.140955684869425
0.713251873975792,0.725723132135097,0.759622330456766,0.814571426472598,0.697458011025343,0.8162194100259,0.784123816749278,1,0.218758664840171,0.110915581531648,0.0957055336003607,0.433899338179479,0.0331523386708271,0.235369658584214,0.168092075102757,0.133569389741967
0.2572555305248,0.171416810310905,0.17278029835163,0.280784896237973,0.202032078253907,0.190263747413989,0.0978877538673084,0.218758664840171,1,0.566042907168268,0.405053043315943,0.604398137163133,0.384895137326359,0.616044703171799,0.500528589932414,0.507364728042607
0.14931181235081,0.0748094235937513,0.124880076038715,0.187797248758061,0.0755077187149697,0.0453557009638122,0.0791098302253471,0.110915581531648,0.566042907168268,1,0.481969260552367,0.542978956912053,0.428820131874498,0.564486653426846,0.58184771684118,0.650392323596462
0.233877059891649,0.0825756050313146,0.178048343491684,0.0887562604406125,0.150273952965888,0.0969559071916491,0.0657566558446596,0.0957055336003607,0.405053043315943,0.481969260552367,1,0.558982690571463,0.436439373322665,0.440930481391128,0.4729118111,0.363770575432884
0.489840764542443,0.296603352801148,0.445283414468561,0.483787436414314,0.247621027435225,0.343801103445021,0.360827797730647,0.433899338179479,0.604398137163133,0.542978956912053,0.558982690571463,1,0.474955276949178,0.688107420520029,0.501308390082952,0.427669546361407
0.24709592065078,0.0591229299324021,0.115401910168859,0.091459047929775,-0.0598223845752967,0.0283417301729387,0.0717060098528156,0.0331523386708271,0.384895137326359,0.428820131874498,0.436439373322665,0.474955276949178,1,0.46474037623754,0.385438929041937,0.458202544149995
0.344332317737807,0.307064160603639,0.366058954756419,0.305787031366206,0.253585150911491,0.231521925359221,0.269097676549225,0.235369658584214,0.616044703171799,0.564486653426846,0.440930481391128,0.688107420520029,0.46474037623754,1,0.670098787653205,0.533174409123445
0.161516005435188,0.240746777926434,0.190497110345919,0.198823548897613,0.241080590696013,0.173087244317931,0.15506838722297,0.168092075102757,0.500528589932414,0.58184771684118,0.4729118111,0.501308390082952,0.385438929041937,0.670098787653205,1,0.465275655838839
0.204795723976813,0.152644897593568,0.120208727127044,0.172857466099793,0.0991402324965935,0.07157695890511,0.140955684869425,0.133569389741967,0.507364728042607,0.650392323596462,0.363770575432884,0.427669546361407,0.458202544149995,0.533174409123445,0.465275655838839,1
